item,itemLabel,statements,ensg_wdt,entrez
Q20781981,MIR3147,10,,100422939
Q20781983,MIR3928,10,,100500901
Q20781985,MIR3689B,10,,100500906
Q20781987,MIR3196,10,,100423014
Q20781988,MIR3065,10,,100422915
Q20781990,TP53COR1,10,,102800311
Q20781992,MIR3682,10,,100500850
Q20781993,MIR3129,10,,100422908
Q20781998,MIR3117,10,,100422871
Q20781999,MIR3148,10,,100422876
Q20782000,LOC101929440,8,,101929440
Q20782002,GS1-124K5.4,11,,100289098
Q20782003,MIR1260B,11,,100422991
Q20782005,MIR3165,10,,100422953
Q20782007,LL21NC02-21A1.1,9,,101928745
Q20782010,MIR3188,18,ENSG00000267959,100422833
Q20782013,LINC01623,10,,401242
Q20782017,SAPCD1-AS1,10,,104413891
Q20782018,CH507-145C22.1,10,,105379493
Q20782020,HP11014,8,,105369557
Q20782022,LOC101928149,7,,101928149
Q20782023,LOC100505502,7,,100505502
Q20782024,LOC102724148,11,,102724148
Q20782026,LINC02264,11,,105377391
Q20782027,LOC105370489,8,,105370489
Q20782029,LOC644277,9,,644277
Q20782030,LOC105372257,9,,105372257
Q20782032,LOC101928663,9,,101928663
Q20782033,LOC101929767,7,,101929767
Q20782035,LOC101929762,8,,101929762
Q20782036,LINC01951,11,,441116
Q20782039,RFX5-AS1,10,,101927886
Q20782040,LINC02365,12,,105377586
Q20782042,LINC02208,10,,101927280
Q20782043,KLF18,16,ENSG00000283039,105378952
Q20782045,ADCY6-DT,11,,100506125
Q20782046,MEAT6,8,,105378111
Q20782052,HRAT17,8,,101928036
Q20782053,MIR3651,10,,100500918
Q20782055,LINC02475,11,,100506827
Q20782056,LOC101927141,8,,101927141
Q20782058,SEC22B4P,10,,102724364
Q20782060,SNHG27,11,,101927305
Q20782061,MICA-AS1,11,,101929072
Q20782063,LOC101929217,8,,101929217
Q20782066,LOC284600,11,,284600
Q20782068,LINC02675,12,,112267862
Q20782071,LOC105371115,10,,105371115
Q20782072,LOC101927418,8,,101927418
Q20782074,LINC02403,10,,105369785
Q20782075,TBX18-AS1,12,,102724201
Q20782078,LINC02805,10,,100505824
Q20782079,LINC02829,46,ENSG00000224753,105375009
Q20782079,LINC02829,46,ENSG00000225432,105375009
Q20782079,LINC02829,46,ENSG00000227886,105375009
Q20782079,LINC02829,46,ENSG00000228370,105375009
Q20782079,LINC02829,46,ENSG00000229274,105375009
Q20782079,LINC02829,46,ENSG00000232356,105375009
Q20782079,LINC02829,46,ENSG00000232652,105375009
Q20782079,LINC02829,46,ENSG00000232902,105375009
Q20782081,LOC101927088,10,,101927088
Q20782084,LOC102723380,8,,102723380
Q20782088,LOC101927552,26,,101927552
Q20782089,LINC02601,10,,105373185
Q20782091,TRIM31-AS1,10,,104533120
Q20782097,LOC101928524,9,,101928524
Q20782098,LINC02206,10,,102723481
Q20782100,LOC102724220,10,,102724220
Q20782102,LOC101928202,8,,101928202
Q20782105,LOC105378933,9,,105378933
Q20782106,TNDM,4,,7952
Q20782118,BISPR,11,,105221694
Q20782134,LINC02676,10,,105755953
Q20782162,TH2LCRR,12,,101927761
Q20782217,LOC105376057,7,,105376057
Q20782235,CCDC188,28,ENSG00000234409,388849
Q20782289,LOC102723924,10,,102723924
Q20782322,LINC02563,10,,105827617
Q20782383,LOC388572,12,,388572
Q20780552,LOC105378116,11,,105378116
Q20780553,LOC105378123,8,,105378123
Q20780554,LOC105378128,8,,105378128
Q20780555,LOC105378135,8,,105378135
Q20780557,LOC105378142,8,,105378142
Q20780560,LOC105378159,7,,105378159
Q20780561,LOC105378161,8,,105378161
Q20780562,LOC105378166,7,,105378166
Q20780564,LOC105378180,8,,105378180
Q20780565,LOC105378185,7,,105378185
Q20780571,LOC105378224,8,,105378224
Q20780574,LOC105378236,7,,105378236
Q20780575,LOC105378243,7,,105378243
Q20780576,LOC105378248,11,,105378248
Q20780577,LOC105378255,9,,105378255
Q20780578,LOC105378262,9,,105378262
Q20780580,LOC105378267,9,,105378267
Q20780581,LOC105378274,8,,105378274
Q20780584,LOC105378281,8,,105378281
Q20780585,LOC105378286,10,,105378286
Q20780587,LOC105378298,8,,105378298
Q20780590,LOC105378306,8,,105378306
Q20780591,LOC105378313,8,,105378313
Q20780593,LOC105378332,13,,105378332
Q20780594,LOC105378337,8,,105378337
Q20780596,LOC105378351,10,,105378351
Q20780598,LOC105378356,8,,105378356
Q20780603,LOC105378375,9,,105378375
Q20780604,LOC105378387,8,,105378387
Q20780605,LOC105378394,8,,105378394
Q20780607,LOC105378399,9,,105378399
Q20780608,LOC105378402,15,ENSG00000287057,105378402
Q20780609,LOC105378407,9,,105378407
Q20780610,LOC105378414,9,,105378414
Q20780611,LOC105378426,8,,105378426
Q20780613,LOC105378433,10,,105378433
Q20780614,LOC105378438,8,,105378438
Q20780616,LOC105378452,8,,105378452
Q20780618,LOC105378457,9,,105378457
Q20780619,LOC105378464,10,,105378464
Q20780620,LOC105378469,11,,105378469
Q20780623,LOC105378476,9,,105378476
Q20780624,LOC105378483,8,,105378483
Q20780625,LOC105378490,8,,105378490
Q20780630,LOC105378515,9,,105378515
Q20780631,LOC105378522,8,,105378522
Q20780634,LOC105378534,8,,105378534
Q20780635,LOC105378539,9,,105378539
Q20780636,LOC105378541,8,,105378541
Q20780639,AS-PTPRE,9,,105378553
Q20780640,LOC105378558,9,,105378558
Q20780641,LOC105378560,8,,105378560
Q20780643,LOC105378565,8,,105378565
Q20780644,LOC105378572,8,,105378572
Q20780645,LOC105378577,8,,105378577
Q20780647,LOC105378609,8,,105378609
Q20780650,LOC105378623,8,,105378623
Q20780651,LOC105378628,8,,105378628
Q20780654,LOC105378635,8,,105378635
Q20780655,LOC105378642,10,,105378642
Q20780657,LOC105378654,14,,105378654
Q20780661,BMP8B-AS1,10,,105378666
Q20780662,LOC105378673,8,,105378673
Q20780664,LOC105378678,10,,105378678
Q20780667,LOC105378685,18,,105378685
Q20780669,LOC105378697,8,,105378697
Q20780673,LINC02808,17,,105378712
Q20780674,LOC105378717,8,,105378717
Q20780678,LOC105378724,10,,105378724
Q20780679,LOC105378731,8,,105378731
Q20780681,LOC105378736,9,,105378736
Q20780684,LOC105378748,11,,105378748
Q20780690,LOC105378774,8,,105378774
Q20780691,LOC105378779,8,,105378779
Q20780693,LOC105378781,8,,105378781
Q20780694,LOC105378793,8,,105378793
Q20780695,LOC105378801,8,,105378801
Q20780696,LOC105378806,8,,105378806
Q20780698,LOC105378813,9,,105378813
Q20780700,LOC105378825,9,,105378825
Q20780704,LOC105378844,9,,105378844
Q20780705,LOC105378849,8,,105378849
Q20780706,LOC105378851,8,,105378851
Q20780707,LOC105378856,8,,105378856
Q20780708,LOC105378863,8,,105378863
Q20780714,LOC105378882,8,,105378882
Q20780715,LOC105378887,10,,105378887
Q20780717,LOC105378899,8,,105378899
Q20780722,LOC105378914,8,,105378914
Q20780723,LOC105378919,8,,105378919
Q20780726,LOC105378926,8,,105378926
Q20780728,LOC105378938,13,,105378938
Q20780729,LOC105378940,8,,105378940
Q20785954,LOC402279,7,,402279
Q20785955,LOC100421197,7,,100421197
Q20785956,LOC100129830,7,,100129830
Q20785958,NPM1P49,9,,100422284
Q20785959,LOC100533853,6,,100533853
Q20785962,LOC100419503,7,,100419503
Q20785964,LOC724065,7,,724065
Q20785965,SSBL3P,9,,100533757
Q20785967,LOC101060064,7,,101060064
Q20785970,LOC100419678,7,,100419678
Q20785971,LOC100174950,7,,100174950
Q20785972,LOC100418961,7,,100418961
Q20785973,LOC100419616,7,,100419616
Q20785975,KPNA4P1,9,,100421109
Q20785977,LOC344382,7,,344382
Q20785978,LOC100419894,7,,100419894
Q20785979,LOC100422645,7,,100422645
Q20785980,LOC729774,7,,729774
Q20785981,LOC100419870,7,,100419870
Q20785983,RBX1P2,9,,100500934
Q20785984,LOC100240749,7,,100240749
Q20785986,LOC728416,7,,728416
Q20785987,UBTFL11,9,,442446
Q20785988,LOC650866,7,,650866
Q20785989,DNAJB12P1,9,,100129140
Q20785992,LOC100420966,7,,100420966
Q20785994,CCNYL5,9,,100130724
Q20785995,ANKRD49P4,9,,100130680
Q20785996,LOC100420480,7,,100420480
Q20785998,CCT5-2P,7,,100462982
Q20785999,HSPD1P13,9,,100462987
Q20786000,LOC100420904,7,,100420904
Q20786003,LOC100533846,7,,100533846
Q20786005,LOC100422044,7,,100422044
Q20786006,LOC727709,7,,727709
Q20786008,LOC390998,6,,390998
Q20786009,CSP1,9,,100418973
Q20786011,LOC391674,7,,391674
Q20786012,LOC285442,7,,285442
Q20786015,LOC100421332,7,,100421332
Q20786016,LOC643342,7,,643342
Q20786018,LOC102929163,7,,102929163
Q20786019,GXYLT1P7,9,,100130488
Q20786020,LOC100287498,7,,100287498
Q20786021,LOC100421591,7,,100421591
Q20786022,LOC100419293,7,,100419293
Q20786023,ANAPC1P3,9,,100420889
Q20786024,LOC100420050,7,,100420050
Q20786025,LOC100287309,7,,100287309
Q20786027,LOC100419806,7,,100419806
Q20786028,LOC100419801,7,,100419801
Q20786030,LOC100129607,7,,100129607
Q20786031,GCNT1P4,9,,100462829
Q20786032,NPM1P45,9,,100422316
Q20786033,EIF4A1P3,9,,100462824
Q20786036,NPAP1P8,9,,100420670
Q20786037,LOC731755,7,,731755
Q20786038,AIDAP1,9,,646050
Q20786039,LOC100133165,7,,100133165
Q20786040,FNBP1P2,9,,100419875
Q20786041,LOC100887077,7,,100887077
Q20786042,LOC100533644,7,,100533644
Q20786044,LOC100418834,6,,100418834
Q20786045,LOC100420707,7,,100420707
Q20786046,LOC100216346,7,,100216346
Q20786047,LOC440180,7,,440180
Q20786048,LOC646548,8,,646548
Q20786049,LOC100419781,7,,100419781
Q20786050,LOC100419786,7,,100419786
Q20786052,PRELID1P6,10,,388955
Q20786053,GTF3AP4,9,,100420593
Q20786055,LOC646430,7,,646430
Q20786056,LOC100506576,7,,100506576
Q20786060,LOC390638,7,,390638
Q20786063,LOC100421306,7,,100421306
Q20786065,USP21P2,9,,100420428
Q20786066,LOC100420423,7,,100420423
Q20786067,LOC751602,7,,751602
Q20786069,LOC100130490,6,,100130490
Q20786070,GAPDHP50,9,,100421236
Q20786074,RPEP1,9,,100420512
Q20786075,SNX18P22,8,,100419027
Q20786076,NPM1P43,9,,100422309
Q20786078,EIF3EP3,9,,100462836
Q20786079,ACTG1P21,9,,100131291
Q20786082,LOC100419680,7,,100419680
Q20786083,LOC100419685,7,,100419685
Q20786085,LOC100422013,7,,100422013
Q20786088,LOC100418822,7,,100418822
Q20786089,ARID3BP1,9,,646555
Q20786090,LOC100419779,7,,100419779
Q20786091,LOC100419774,7,,100419774
Q20786095,LOC645266,7,,645266
Q20786096,LOC100128762,7,,100128762
Q20786097,LOC283922,8,,283922
Q20786102,UBE2FP2,9,,101060189
Q20786103,LOC100422640,7,,100422640
Q20786106,LOC100421161,7,,100421161
Q20786107,SEC24AP1,9,,100421166
Q20786108,LOC728098,7,,728098
Q20782397,SNHG25,10,,105376843
Q20782399,MIR3179-1,11,,100422960
Q20782411,LOC102723493,9,,102723493
Q20782415,LOC100131395,8,,100131395
Q20782423,LINC01671,10,,101928233
Q20782429,FRG1GP,9,,101930531
Q20782464,LINC02729,10,,102723330
Q20782499,MIR3648-1,10,,100500862
Q20782503,PRAMEF27,27,ENSG00000274764,101929983
Q20782503,PRAMEF27,27,ENSG00000282437,101929983
Q20782503,PRAMEF27,27,ENSG00000283425,101929983
Q20782535,LOC100132874,9,,100132874
Q20782610,LOC100129307,14,ENSG00000285746,100129307
Q20782673,PPIAL4H,16,ENSG00000270339,105371242
Q20782710,DAOA,34,ENSG00000182346,267012
Q20782715,LOC107983947,8,,107983947
Q20782729,LOC401040,16,ENSG00000196758,401040
Q20782750,LOC105369230,8,,105369230
Q20782752,LOC105371944,9,,105371944
Q20782762,LOC105369139,6,,105369139
Q20782771,NF1,51,ENSG00000196712,4763
Q20782775,SMIM34A,16,ENSG00000243627,388820
Q20782793,LOC105369216,9,,105369216
Q20782795,LOC105372315,9,,105372315
Q20782806,LOC105373609,8,,105373609
Q20782821,DANT1,12,,106029310
Q20782825,CYP2D7BP,7,,1566
Q20782831,LOC388996,7,,388996
Q20782832,TAF11L6,9,,391747
Q20782833,LOC392334,7,,392334
Q20782837,IFITM3P5,9,,100101246
Q20782839,CENPNP1,9,,100132498
Q20782840,LOC100132599,7,,100132599
Q20782841,CENPNP2,9,,100133059
Q20782843,GUSBP13,9,,100287046
Q20782861,LOC100631267,7,,100631267
Q20782920,LOC100418696,7,,100418696
Q20782921,CLUHP2,9,,100418709
Q20782922,CLUHP4,9,,100418711
Q20782924,SPECC1P1,9,,100418862
Q20782925,SNX18P1Y,9,,100418999
Q20782926,SNX18P25,9,,100419005
Q20782927,SNX18P17,9,,100419024
Q20782928,SNX18P11,9,,100419043
Q20782929,LOC100419579,7,,100419579
Q20782931,RNF19BPX,9,,100419788
Q20782932,LOC100420172,7,,100420172
Q20782933,TRIM60P4Y,9,,100420367
Q20782934,TRIM60P9Y,9,,100420374
Q20782935,RBBP8P1,9,,100420552
Q20782936,CDRT15P6,9,,100420778
Q20782938,CNTNAP3P8,9,,100420785
Q20782939,NPAP1P2,9,,100420829
Q20782940,LOC100420850,7,,100420850
Q20782941,CDRT15P8,9,,100420925
Q20782945,LOC100421548,7,,100421548
Q20782946,UBE2Q2P6,9,,100421769
Q20782947,LONRF2P4,9,,100421810
Q20782948,LONRF2P1,9,,100421827
Q20782987,SMG1P6,10,,100422558
Q20782988,CICP10,9,,100462787
Q20782991,USP9YP7,9,,100462821
Q20782992,ELOCP14,9,,100462876
Q20782993,MTCYBP1,9,,100499418
Q20782994,MTND1P1,9,,100499468
Q20782996,CDRT15P13,9,,642669
Q20782998,LOC647208,7,,647208
Q20782999,OCLNP1,10,,647859
Q20783002,LOC727980,7,,727980
Q20783003,LOC728433,6,,728433
Q20783004,LOC728452,7,,728452
Q20783005,LOC728488,7,,728488
Q20783008,WBP1P2,9,,729859
Q20783011,LOC390282,7,,390282
Q20783012,LOC100289143,7,,100289143
Q20783015,LOC390600,7,,390600
Q20783016,LOC100507083,7,,100507083
Q20783018,CKS1BP4,9,,100499259
Q20783020,DRG1P1,9,,151457
Q20783022,BAG1P1,9,,392442
Q20783023,LOC100130485,7,,100130485
Q20783025,LOC100421207,7,,100421207
Q20783026,LOC100421202,7,,100421202
Q20783027,LOC645086,7,,645086
Q20783028,MAPRE1P3,9,,100422229
Q20783031,GCNT1P5,9,,100421598
Q20783032,RNFT1P1,9,,100420886
Q20783033,LOC100420052,7,,100420052
Q20783034,LOC100420057,7,,100420057
Q20783036,LOC100129577,7,,100129577
Q20783037,LOC100419803,7,,100419803
Q20783038,LOC100288962,7,,100288962
Q20783040,LOC100128454,7,,100128454
Q20783042,PHBP20,9,,100130579
Q20783043,LOC100130574,7,,100130574
Q20783044,NPM1P26,9,,100422313
Q20783045,EIF4A1P13,9,,100462826
Q20783047,MTCO3P22,9,,100289371
Q20783048,CENPUP2,9,,100419930
Q20783049,LOC646058,7,,646058
Q20784314,LOC100419542,7,,100419542
Q20784316,RPA3P2,9,,100130403
Q20784317,LOC100421511,7,,100421511
Q20784320,PPIAP66,9,,643997
Q20784321,LOC644387,7,,644387
Q20784322,YAP1P3,9,,100419883
Q20784323,LOC100419888,7,,100419888
Q20784324,LOC100419059,7,,100419059
Q20784325,SAGE3P,9,,100419054
Q20784327,LOC100419799,7,,100419799
Q20784330,LOC100294336,6,,100294336
Q20784331,PRDX2P3,9,,100418943
Q20784333,LOC390308,7,,390308
Q20784336,LOC100288093,7,,100288093
Q20784337,LOC100129254,7,,100129254
Q20784341,LOC100422730,7,,100422730
Q20784342,METTL21AP1,9,,100421629
Q20784344,HNRNPA3P9,9,,100421415
Q20784346,LOC100128713,7,,100128713
Q20784347,LOC645272,7,,645272
Q20784349,BNIP3P39,9,,100421701
Q20784350,BNIP3P22,9,,100421706
Q20784351,LOC100131425,7,,100131425
Q20784353,LOC101060501,6,,101060501
Q20784354,LOC100420948,7,,100420948
Q20784357,LOC100420215,7,,100420215
Q20784358,NSA2P1,9,,100421749
Q20784359,ANKRD49P1,9,,100419814
Q20784360,RBMXP5,9,,100288788
Q20784362,LOC100419679,7,,100419679
Q20784363,PDCL3P6,9,,100419023
Q20784365,BOD1P2,9,,100129355
Q20784366,LOC100421751,7,,100421751
Q20784368,LOC126860,7,,126860
Q20784369,HNRNPA3P7,9,,100421357
Q20784370,LOC100422502,7,,100422502
Q20784372,LOC100127962,7,,100127962
Q20784373,LOC100419737,7,,100419737
Q20784374,LOC100192388,7,,100192388
Q20784376,LOC728667,7,,728667
Q20784377,LOC650226,8,,650226
Q20784378,LOC100420549,7,,100420549
Q20784380,LOC100419073,7,,100419073
Q20784381,LOC100505524,7,,100505524
Q20784382,LOC100533710,7,,100533710
Q20784384,ACTG1P18,9,,100418924
Q20784385,LOC100996349,8,,100996349
Q20784386,LOC100419991,7,,100419991
Q20784388,RPL23AP85,9,,100419650
Q20784389,LOC100533621,7,,100533621
Q20784390,TUBAP9,9,,100533626
Q20784394,ZNF736P7Y,9,,100419725
Q20784395,LOC100419720,7,,100419720
Q20784397,ST6GALNAC2P1,9,,100422716
Q20784398,LOC100419701,7,,100419701
Q20784400,ECM1P1,9,,100420354
Q20784402,SEPHS2P1,9,,100420190
Q20784404,ARPP19P2,10,,643896
Q20784405,FAM133GP,9,,100421617
Q20784407,KRT43P,9,,100418861
Q20784409,LOC728989,8,,728989
Q20784411,RPL15P19,7,,100131797
Q20784412,CICP16,9,,100420203
Q20784414,CRLF3P2,9,,285706
Q20784415,LOC100129367,7,,100129367
Q20784417,LOC100130674,7,,100130674
Q20784418,RBM22P12,9,,100131641
Q20784419,PTP4A1P2,9,,100499563
Q20784421,HDAC1P2,9,,100419489
Q20784422,LOC100130270,7,,100130270
Q20784424,FNDC3CP,9,,100421340
Q20784425,LOC653155,7,,653155
Q20784426,ATP5PBP4,9,,100422514
Q20784427,LOC100422519,7,,100422519
Q20784431,LOC100271656,7,,100271656
Q20784432,LOC100131280,7,,100131280
Q20784433,GAPDHP56,9,,100421232
Q20784435,LOC643118,7,,643118
Q20784436,LOC100422398,7,,100422398
Q20784437,LOC642975,7,,642975
Q20784438,KCTD9P1,9,,100422273
Q20784440,LOC100421561,7,,100421561
Q20784441,CDRT15P11,9,,100127912
Q20784442,CPT2P1,9,,100420556
Q20784444,LOC100419852,7,,100419852
Q20784446,LOC100419066,6,,100419066
Q20784447,LOC100736408,7,,100736408
Q20784448,LOC100533708,7,,100533708
Q20784450,KCTD10P1,9,,100422230
Q20784451,LOC100129956,7,,100129956
Q20784452,LOC100859919,7,,100859919
Q20784455,RNF14P3,9,,100419643
Q20784458,LOC100533633,7,,100533633
Q20784459,LOC100533638,7,,100533638
Q20784462,LOC100288803,7,,100288803
Q20784463,LOC100631242,7,,100631242
Q20784465,RPL24P9,9,,100129487
Q20784467,LOC390358,7,,390358
Q20784468,LOC132386,7,,132386
Q20784472,LOC100128939,7,,100128939
Q20788172,RNF10P1,9,,100419599
Q20788173,TRIM60P7Y,9,,100420370
Q20788176,HNRNPRP2,9,,100421354
Q20788177,PIMREGP2,9,,402182
Q20788178,LOC220077,7,,220077
Q20788179,LOC100216488,7,,100216488
Q20788180,BNIP3P10,9,,100421695
Q20788182,LOC100128948,7,,100128948
Q20788183,RPL36AP52,7,,207032
Q20788184,LOC100420541,7,,100420541
Q20788186,MTCO2P22,9,,100289404
Q20788187,AK3P3,9,,100419075
Q20788188,NUP210P3,9,,100419070
Q20788190,BCAR1P1,9,,100533717
Q20788191,MDM4P1,9,,100533712
Q20788192,LOC100421400,7,,100421400
Q20788193,ACTG1P12,9,,100418921
Q20788194,TOMM40P3,9,,646639
Q20788195,LOC100533628,7,,100533628
Q20788197,PPIAP78,9,,202227
Q20788198,LOC341378,7,,341378
Q20788199,LOC100420116,7,,100420116
Q20788200,LOC100499471,7,,100499471
Q20788201,LOC260422,7,,260422
Q20788203,LOC100422713,6,,100422713
Q20788205,CICP12,9,,100420224
Q20788206,LOC729334,7,,729334
Q20788207,GCNAP1,9,,100419929
Q20788208,LOC100128739,7,,100128739
Q20788210,LOC100131080,7,,100131080
Q20788211,LOC100422408,7,,100422408
Q20788212,NTAN1P3,9,,100420356
Q20788215,LOC100422369,7,,100422369
Q20788216,LOC100422213,7,,100422213
Q20788217,SLC25A15P4,9,,100422636
Q20788218,LOC100421614,7,,100421614
Q20788219,LOC100287066,6,,100287066
Q20788221,LOC100289500,7,,100289500
Q20788222,DNAJB6P8,9,,100421525
Q20788224,LOC100419513,7,,100419513
Q20788225,LOC100418957,7,,100418957
Q20788226,PHBP16,9,,100128102
Q20788228,LOC101060112,7,,101060112
Q20788229,LOC644525,7,,644525
Q20788230,LOC728317,7,,728317
Q20788232,LOC100130114,7,,100130114
Q20788233,LOC100421006,7,,100421006
Q20788234,LOC100420255,7,,100420255
Q20788235,LOC100420250,7,,100420250
Q20788237,LOC100287453,7,,100287453
Q20788238,LOC100420096,7,,100420096
Q20788239,LOC100130602,7,,100130602
Q20788240,LOC100130607,7,,100130607
Q20788241,BNIP3P8,9,,100421710
Q20788242,LOC100422434,7,,100422434
Q20788244,LOC388248,7,,388248
Q20788245,LOC100129155,7,,100129155
Q20788246,NT5DC1P1,9,,100131340
Q20788248,LOC100420990,7,,100420990
Q20788249,FAM187B2P,9,,100421621
Q20788250,LOC100419436,7,,100419436
Q20788253,H3P21,9,,391765
Q20788254,LOC100289238,7,,100289238
Q20788255,UBE2V1P10,10,,102724605
Q20788256,BPNT2P,9,,100421537
Q20788258,LOC100289442,7,,100289442
Q20788259,LOC100419506,7,,100419506
Q20788261,LOC100533755,7,,100533755
Q20788262,LOC100421309,7,,100421309
Q20788263,LOC100419140,7,,100419140
Q20788264,TUBB6P1,9,,100418964
Q20788265,HNRNPCP4,9,,100421828
Q20788267,MIOXP1,9,,100419614
Q20788268,MTFR1P1,9,,100128171
Q20788269,LOC100419892,7,,100419892
Q20788270,LOC101929091,7,,101929091
Q20788271,WBP11P2,9,,100130102
Q20788273,LOC391556,7,,391556
Q20788274,RCC2P2,9,,100421075
Q20788275,PIMREGP1,9,,442063
Q20788276,LOC100420262,7,,100420262
Q20788277,LOC100420267,7,,100420267
Q20788278,LOC390255,7,,390255
Q20788280,LOC101241902,8,,101241902
Q20788281,ENPP7P7,9,,100421859
Q20788283,LOC442443,7,,442443
Q20788284,LOC346296,7,,346296
Q20788286,LOC103568124,7,,103568124
Q20788287,LOC101927785,7,,101927785
Q20788288,LOC392232,8,,392232
Q20788289,NT5C3AP2,9,,100420394
Q20788290,LOC100101127,7,,100101127
Q20788291,RRM2P3,9,,100420159
Q20788293,PTP4A1P1,9,,100421652
Q20788295,HSPD1P16,9,,100462985
Q20788296,LOC100420902,7,,100420902
Q20788298,LOC646797,7,,646797
Q20788299,CAPZA1P2,9,,100422294
Q20788300,BMI1P1,9,,100127902
Q20788301,LOC643630,7,,643630
Q20786261,LOC100420334,7,,100420334
Q20786262,LOC100422032,7,,100422032
Q20786265,LOC100419755,7,,100419755
Q20786266,SLC6A10PB,8,,653562
Q20786269,RALBP1P2,9,,129522
Q20786270,EEF1B2P8,9,,100421774
Q20786271,ACSM5P1,9,,100421779
Q20786272,NUDT19P3,9,,100422450
Q20786274,FTH1P26,9,,100420303
Q20786276,LOC391744,7,,391744
Q20786278,LOC100286945,7,,100286945
Q20786279,LOC100131479,7,,100131479
Q20786282,LOC100421116,7,,100421116
Q20786283,RPLP0P9,7,,441114
Q20786286,LOC389249,7,,389249
Q20786287,LOC347381,7,,347381
Q20786288,LOC391092,7,,391092
Q20786291,LOC646120,7,,646120
Q20786293,LOC100132009,7,,100132009
Q20786295,ELOCP23,9,,100462881
Q20786296,TAF13P2,9,,100462886
Q20786297,BTBD10P1,9,,100128678
Q20786298,LOC100128673,7,,100128673
Q20786299,LOC100419301,7,,100419301
Q20786300,RTRAFP2,9,,100420911
Q20786301,FAM204CP,9,,100420916
Q20786302,BECN1P2,9,,100420149
Q20786304,LOC100420144,7,,100420144
Q20786308,ZP3P2,9,,100421642
Q20786309,LOC100652792,7,,100652792
Q20786311,LOC100287614,7,,100287614
Q20786312,LOC100129626,7,,100129626
Q20786316,LOC100422190,7,,100422190
Q20786317,BRDTP1,10,,643486
Q20786318,QRSL1P2,9,,100422330
Q20786323,LOC101930589,6,,101930589
Q20786324,LRRC34P2,9,,100420613
Q20786325,FAR2P4,9,,100420005
Q20786326,SYPL1P2,9,,100132972
Q20786329,LOC100130161,7,,100130161
Q20786330,LOC102724525,7,,102724525
Q20786331,RIPPLY3P1,9,,100421053
Q20786332,PABPC1P11,9,,100421058
Q20786333,PRAMEF29P,9,,729356
Q20786334,SRSF6P2,8,,644422
Q20786336,ZCRB1P1,9,,100131556
Q20786337,LOC100422501,7,,100422501
Q20786338,SRRM1P2,9,,100420834
Q20786339,LOC100420839,7,,100420839
Q20786341,SAGE4P,9,,442465
Q20786342,PPIAP89,9,,442460
Q20786344,LOC100506672,7,,100506672
Q20786348,PPP1R26P1,9,,100418740
Q20786349,LOC100420909,6,,100420909
Q20786351,LOC100420170,7,,100420170
Q20786352,ST13P14,9,,100422602
Q20786353,LOC390614,7,,390614
Q20786354,LOC100421673,6,,100421673
Q20786356,LOC100526841,7,,100526841
Q20786359,LOC100289569,7,,100289569
Q20786360,RPEP3,9,,100420555
Q20786361,LOC102723438,7,,102723438
Q20786362,LOC100420790,7,,100420790
Q20786363,LOC100127978,7,,100127978
Q20786366,EEF1DP6,9,,644357
Q20786367,LOC100131859,7,,100131859
Q20786371,FMN2P1,9,,100418721
Q20786372,LOC100419356,7,,100419356
Q20786373,LOC100420928,7,,100420928
Q20786374,KLF4P1,9,,100420113
Q20786375,LOC100420118,7,,100420118
Q20786376,LOC353009,7,,353009
Q20786377,CACYBPP1,9,,100420043
Q20786380,BHLHB9P1,9,,100431177
Q20786381,EEF1A1P36,9,,100421820
Q20786382,EEF1A1P37,9,,100421825
Q20786384,KCTD5P1,9,,100422094
Q20786385,LOC101409255,7,,101409255
Q20786387,LOC100131126,7,,100131126
Q20786388,CNTNAP3P6,9,,100420776
Q20786389,LOC402229,7,,402229
Q20786390,LOC102723952,7,,102723952
Q20786391,LOC100129847,7,,100129847
Q20786393,LOC100133007,7,,100133007
Q20786394,PPIAP54,9,,390791
Q20786396,FTLP12,9,,100462792
Q20786397,NAIPP3,9,,643784
Q20786398,LOC100422671,7,,100422671
Q20786399,LOC100421154,7,,100421154
Q20786402,HNRNPA1P46,9,,100421399
Q20786403,LOC100128091,7,,100128091
Q20786404,LOC100418884,7,,100418884
Q20786406,LOC391136,7,,391136
Q20786407,LOC100420586,7,,100420586
Q20786409,ACTG1P23,9,,442097
Q20786410,LOC100422493,7,,100422493
Q20786412,RRAS2P1,9,,100133211
Q20786413,TMEM184CP1,9,,100129133
Q20786416,FGFR3P1,9,,100462812
Q20786417,ATP6V1G1P4,9,,100462843
Q20787900,LOC100101483,7,,100101483
Q20787904,LOC100289037,7,,100289037
Q20787907,LOC441259,7,,441259
Q20787911,TAF11L3,9,,646103
Q20787914,PRAMEF32P,9,,650236
Q20787917,LOC653071,6,,653071
Q20787918,NAIPP4,9,,653406
Q20787920,LOC727838,7,,727838
Q20787921,LOC728499,7,,728499
Q20787922,NAIPP2,9,,728519
Q20787923,LOC728526,7,,728526
Q20787924,LOC728540,7,,728540
Q20787926,LOC729086,7,,729086
Q20787928,LOC780780,7,,780780
Q20787929,NPIPB12,25,ENSG00000169203,440353
Q20787932,LOC150417,7,,150417
Q20787936,LOC400174,7,,400174
Q20787943,LOC340089,7,,340089
Q20787948,LOC100132723,7,,100132723
Q20787950,LOC100132817,7,,100132817
