item,itemLabel,statements,ensg_wdt,entrez
Q18042254,PCDHGA1,24,ENSG00000204956,56114
Q18042255,PCDHG@,7,,56115
Q18042256,PCDHB@,7,,56116
Q18042257,PCDHA@,7,,56117
Q18042258,PCDHGCT,7,,56118
Q18042259,PCDHACT,7,,56119
Q18041215,NKX1-1,16,ENSG00000235608,54729
Q18041216,TMED9,28,ENSG00000184840,54732
Q18041217,SLC35F2,27,ENSG00000110660,54733
Q18041218,RAB39A,21,ENSG00000179331,54734
Q18041219,MPHOSPH8,35,ENSG00000196199,54737
Q18041220,FEV,25,ENSG00000163497,54738
Q18041221,XAF1,63,ENSG00000132530,54739
Q18041222,LEPROT,32,ENSG00000213625,54741
Q18041224,LY6K,28,ENSG00000160886,54742
Q18041225,LINC00527,9,,54748
Q18041226,EPDR1,27,ENSG00000086289,54749
Q18041228,FBLIM1,59,ENSG00000162458,54751
Q18041229,FNDC8,21,ENSG00000073598,54752
Q18041231,ZNF853,22,ENSG00000236609,54753
Q18041232,NUTM2F,20,ENSG00000130950,54754
Q18041233,IL17RD,34,ENSG00000144730,54756
Q18041234,FAM20A,40,ENSG00000108950,54757
Q18041235,KLHDC4,84,ENSG00000104731,54758
Q18041236,PCSK4,58,ENSG00000115257,54760
Q18041238,GRAMD1C,45,ENSG00000178075,54762
Q18041239,ROPN1,41,ENSG00000065371,54763
Q18041242,ZRANB1,26,ENSG00000019995,54764
Q18041243,TRIM44,26,ENSG00000166326,54765
Q18041244,BTG4,47,ENSG00000137707,54766
Q18041246,HYDIN,87,ENSG00000157423,54768
Q18041246,HYDIN,87,ENSG00000283022,54768
Q18041247,DIRAS2,26,ENSG00000165023,54769
Q18041248,PPP1R12C,35,ENSG00000125503,54776
Q18041250,CFAP46,31,ENSG00000171811,54777
Q18041251,RNF111,53,ENSG00000157450,54778
Q18041252,NSMCE4A,44,ENSG00000107672,54780
Q18041253,ALKBH4,29,ENSG00000160993,54784
Q18041254,BORCS6,22,ENSG00000196544,54785
Q18041255,DNAJB12,34,ENSG00000148719,54788
Q18041257,TET2,46,ENSG00000168769,54790
Q18041258,KCTD9,36,ENSG00000104756,54793
Q18041259,BNC2,40,ENSG00000173068,54796
Q18041261,MED18,37,ENSG00000130772,54797
Q18041261,MED18,37,ENSG00000284944,54797
Q18041263,DCHS2,46,ENSG00000197410,54798
Q18041263,DCHS2,46,ENSG00000284227,54798
Q18041264,MBTD1,49,ENSG00000011258,54799
Q18041265,KLHL24,36,,54800
Q18041266,HAUS6,27,ENSG00000147874,54801
Q18041267,TRIT1,62,ENSG00000043514,54802
Q18041268,CNNM2,41,ENSG00000148842,54805
Q18041269,AHI1,72,ENSG00000135541,54806
Q18041270,ZNF586,27,ENSG00000083828,54807
Q18041271,DYM,67,ENSG00000141627,54808
Q18041272,SAMD9,29,ENSG00000205413,54809
Q18041273,GIPC2,25,ENSG00000137960,54810
Q18041274,ZNF562,39,ENSG00000171466,54811
Q18041275,AFTPH,34,ENSG00000119844,54812
Q18041276,KLHL28,36,ENSG00000179454,54813
Q18041277,QPCTL,29,ENSG00000011478,54814
Q18041278,GATAD2A,49,ENSG00000167491,54815
Q18041279,ZNF280D,40,,54816
Q18041281,ZCCHC10,41,ENSG00000155329,54819
Q18041282,NDE1,63,ENSG00000072864,54820
Q18041282,NDE1,63,ENSG00000275911,54820
Q18041283,ERCC6L,24,ENSG00000186871,54821
Q18041284,SWT1,36,ENSG00000116668,54823
Q18041285,CDHR2,30,ENSG00000074276,54825
Q18041286,GIN1,32,ENSG00000145723,54826
Q18041287,NXPE4,28,ENSG00000137634,54827
Q18041288,BCAS3,97,ENSG00000141376,54828
Q18041289,ASPN,30,ENSG00000106819,54829
Q18041291,NUP62CL,24,ENSG00000198088,54830
Q18041293,BEST2,29,ENSG00000039987,54831
Q18041294,VPS13C,41,ENSG00000129003,54832
Q18041295,GDAP2,30,ENSG00000196505,54834
Q18041296,BSPRY,26,ENSG00000119411,54836
Q18041297,WBP1L,30,ENSG00000166272,54838
Q18041298,LRRC49,61,ENSG00000137821,54839
Q18041299,APTX,97,ENSG00000137074,54840
Q18041300,BIVM,37,ENSG00000134897,54841
Q18041301,MFSD6,40,ENSG00000151690,54842
Q18041303,SYTL2,92,ENSG00000137501,54843
Q18041304,ESRP1,40,ENSG00000104413,54845
Q18041305,SIDT1,56,ENSG00000072858,54847
Q18041306,ARHGEF38,37,ENSG00000236699,54848
Q18041307,DEF8,80,ENSG00000140995,54849
Q18041308,FBXL12,44,ENSG00000127452,54850
Q18041309,ANKRD49,35,ENSG00000168876,54851
Q18041310,PAQR5,45,ENSG00000137819,54852
Q18041311,WDR55,29,ENSG00000120314,54853
Q18041312,FAM83E,28,ENSG00000105523,54854
Q18041314,TENT5C,25,ENSG00000183508,54855
Q18041315,GON4L,52,ENSG00000116580,54856
Q18041316,GDPD2,32,ENSG00000130055,54857
Q18041318,PGPEP1,48,ENSG00000130517,54858
Q18041319,ELP6,50,ENSG00000163832,54859
Q18041320,MS4A12,28,ENSG00000071203,54860
Q18041321,SNRK,33,ENSG00000163788,54861
Q18041322,CC2D1A,40,ENSG00000132024,54862
Q18041324,TOR4A,23,ENSG00000198113,54863
Q18041326,GPATCH4,39,ENSG00000160818,54865
Q18041327,PPP1R14D,25,ENSG00000166143,54866
Q18041328,TMEM214,44,ENSG00000119777,54867
Q18041330,TMEM104,36,ENSG00000109066,54868
Q18037931,ANKRD17,46,ENSG00000132466,26057
Q18037948,ERC2,65,ENSG00000187672,26059
Q18037957,APPL1,35,ENSG00000157500,26060
Q18037966,HACL1,43,ENSG00000131373,26061
Q18037974,HYAL6P,11,,26062
Q18037983,DECR2,60,ENSG00000242612,26063
Q18037983,DECR2,60,ENSG00000274296,26063
Q18037991,RAI14,73,ENSG00000039560,26064
Q18038000,LSM14A,48,ENSG00000257103,26065
Q18038000,LSM14A,48,ENSG00000262860,26065
Q18038009,RTL8A,25,ENSG00000203950,26071
Q18038019,POLDIP2,28,ENSG00000004142,26073
Q18038027,CFAP61,69,ENSG00000089101,26074
Q18038036,FAM230C,12,,26080
Q18038045,TBC1D29P,24,ENSG00000266733,26083
Q18038053,ARHGEF26,36,ENSG00000114790,26084
Q18038053,ARHGEF26,36,ENSG00000277101,26084
Q18038062,KLK13kmpll,18,,26085
Q18038071,GPSM1,37,ENSG00000160360,26086
Q18038079,GGA1,71,ENSG00000100083,26088
Q18038087,ABHD12,57,ENSG00000100997,26090
Q18038096,HERC4,59,ENSG00000148634,26091
Q18038104,TOR1AIP1,39,ENSG00000143337,26092
Q18038110,CCDC9,28,ENSG00000105321,26093
Q18038111,DCAF4,57,ENSG00000119599,26094
Q18038112,PTPN20,76,,26095
Q18038113,CHTOP,30,ENSG00000160679,26097
Q18038114,EDRF1,49,ENSG00000107938,26098
Q18038115,SZRD1,36,ENSG00000055070,26099
Q18038116,WIPI2,49,ENSG00000157954,26100
Q18038117,LRIT1,26,ENSG00000148602,26103
Q18038118,PYGO1,27,ENSG00000171016,26108
Q18038119,CCDC69,29,ENSG00000198624,26112
Q18038120,TANC2,47,ENSG00000170921,26115
Q18038121,WSB1,51,ENSG00000109046,26118
Q18038122,LDLRAP1,48,ENSG00000157978,26119
Q18038124,EPC2,29,ENSG00000135999,26122
Q18038125,TCTN3,34,ENSG00000119977,26123
Q18038126,FGFR1OP2,31,ENSG00000111790,26127
Q18038127,GAPVD1,76,ENSG00000165219,26130
Q18038128,RALGAPA1P1,10,,26134
Q18038129,SERBP1,34,ENSG00000142864,26135
Q18038130,ZBTB20,56,ENSG00000181722,26137
Q18038131,LINC00588,11,,26138
Q18038132,TTLL3,57,ENSG00000214021,26140
Q18038133,IRF2BP1,23,ENSG00000170604,26145
Q18038134,TRAF3IP1,39,ENSG00000204104,26146
Q18038135,PHF19,55,ENSG00000119403,26147
Q18038137,C10orf12,12,ENSG00000155640,26148
Q18038138,ZNF658,31,ENSG00000274349,26149
Q18038139,RIBC2,28,ENSG00000128408,26150
Q18038140,NAT9,87,ENSG00000109065,26151
Q18038141,ZNF337,27,ENSG00000130684,26152
Q18038142,KIF26A,24,ENSG00000066735,26153
Q18038143,NOC2L,32,ENSG00000188976,26155
Q18038144,RSL1D1,35,ENSG00000171490,26156
Q18038145,GIMAP2,22,ENSG00000106560,26157
Q18038146,IFT172,59,ENSG00000138002,26160
Q18038147,MTG2,43,ENSG00000101181,26164
Q18038149,SPATA31A7,29,ENSG00000276040,26165
Q18038151,RGS22,57,ENSG00000132554,26166
Q18038152,PCDHB5,23,ENSG00000113209,26167
Q18038153,SENP3,33,ENSG00000161956,26168
Q18038154,INTS1,36,ENSG00000164880,26173
Q18038155,TMEM251,27,ENSG00000153485,26175
Q18038155,TMEM251,27,ENSG00000275947,26175
Q18038158,OR1C1,20,ENSG00000221888,26188
Q18038160,FBXW2,39,ENSG00000119402,26190
Q18038162,GMEB2,30,ENSG00000101216,26205
Q18038163,SPAG8,37,ENSG00000137098,26206
Q18038164,PITPNC1,36,ENSG00000154217,26207
Q18038165,OR2F1,33,ENSG00000213215,26211
Q18038165,OR2F1,33,ENSG00000284866,26211
Q18038166,OR2B6,21,ENSG00000124657,26212
Q18038167,OR1J4,21,ENSG00000239590,26219
Q18038168,DGCR5,21,ENSG00000273032,26220
Q18038170,DGCR10,11,,26222
Q18038171,FBXL21P,18,,26223
Q18038172,ARL5A,32,ENSG00000162980,26225
Q18038174,PHGDH,68,ENSG00000092621,26227
Q18038175,STAP1,26,ENSG00000035720,26228
Q18038176,B3GAT3,38,ENSG00000149541,26229
Q18038177,TIAM2,44,ENSG00000146426,26230
Q18038178,LRRC29,44,ENSG00000125122,26231
Q18038179,FBXO2,30,ENSG00000116661,26232
Q18038180,FBXL6,42,ENSG00000182325,26233
Q18038180,FBXL6,42,ENSG00000285442,26233
Q18038182,FBXL4,35,ENSG00000112234,26235
Q18038183,LCE2B,20,ENSG00000159455,26239
Q18038184,FAM50B,16,,26240
Q18038185,OR4C1P,9,,26242
Q18038186,OR2M4,21,ENSG00000171180,26245
Q18038187,OR2L2,25,ENSG00000203663,26246
Q18038189,OR2K2,24,ENSG00000171133,26248
Q18038190,KLHL3,39,ENSG00000146021,26249
Q18038191,KCNG2,27,ENSG00000178342,26251
Q18045596,DPEP2,55,ENSG00000167261,64174
Q18045597,P3H1,44,ENSG00000117385,64175
Q18045598,DPEP3,28,ENSG00000141096,64180
Q18045599,EDDM3B,22,ENSG00000181552,64184
Q18045600,IRF2BPL,25,ENSG00000119669,64207
Q18045601,POPDC3,30,ENSG00000132429,64208
Q18045602,MMS19,78,ENSG00000155229,64210
Q18045603,LHX5,24,ENSG00000089116,64211
Q18045604,DNAJC1,32,ENSG00000136770,64215
Q18045605,TFB2M,26,ENSG00000162851,64216
Q18045606,SEMA4A,52,ENSG00000196189,64218
Q18045607,PJA1,33,ENSG00000181191,64219
Q18045608,STRA6,82,ENSG00000137868,64220
Q18045608,STRA6,82,ENSG00000288257,64220
Q18045609,ROBO3,46,ENSG00000154134,64221
Q18045613,TOR3A,30,ENSG00000186283,64222
Q18045615,MLST8,82,ENSG00000167965,64223
Q18045616,HERPUD2,34,ENSG00000122557,64224
Q18045617,ATL2,51,ENSG00000119787,64225
Q18045618,MS4A6A,57,ENSG00000110077,64231
Q18045620,MS4A5,27,ENSG00000166930,64232
Q18045621,PDLIM2,49,ENSG00000120913,64236
Q18045622,ABCG5,38,ENSG00000138075,64240
Q18045623,ABCG8,33,ENSG00000143921,64241
Q18045625,TENT4B,34,ENSG00000121274,64282
Q18045626,ARHGEF28,43,ENSG00000214944,64283
Q18045627,RAB17,40,ENSG00000124839,64284
Q18045628,RHBDF1,40,ENSG00000007384,64285
Q18045629,ZSCAN31,60,ENSG00000235109,64288
Q18045630,NOC3L,32,ENSG00000173145,64318
Q18045631,FBRS,35,ENSG00000156860,64319
Q18045632,RNF25,30,ENSG00000163481,64320
Q18045633,SOX17,22,ENSG00000164736,64321
Q18045634,NSD1,40,ENSG00000165671,64324
Q18045635,COP1,62,ENSG00000143207,64326
Q18045636,LMBR1,72,ENSG00000105983,64327
Q18045637,XPO4,40,ENSG00000132953,64328
Q18045638,NFKBIZ,34,ENSG00000144802,64332
Q18045639,ARHGAP9,73,ENSG00000123329,64333
Q18045640,HS1BP3,37,ENSG00000118960,64342
Q18045641,AZI2,47,ENSG00000163512,64343
Q18045642,HIF3A,67,ENSG00000124440,64344
Q18045643,NXN,47,ENSG00000167693,64359
Q18045643,NXN,47,ENSG00000280563,64359
Q18045643,NXN,47,ENSG00000281300,64359
Q18045644,SIL1,43,ENSG00000120725,64374
Q18045645,IKZF4,62,ENSG00000123411,64375
Q18045646,IKZF5,38,ENSG00000095574,64376
Q18045647,CHST8,35,ENSG00000124302,64377
Q18045648,MMP25,34,ENSG00000008516,64386
Q18045649,GREM2,26,ENSG00000180875,64388
Q18045650,ZMAT3,30,ENSG00000172667,64393
Q18045651,GMCL1,32,ENSG00000087338,64395
Q18045652,GMCL2,19,ENSG00000244234,64396
Q18045653,ZNF106,45,ENSG00000103994,64397
Q18045654,MPP5,38,ENSG00000072415,64398
Q18045655,HHIP,35,ENSG00000164161,64399
Q18045656,AKTIP,48,ENSG00000166971,64400
Q18045657,CDH24,29,ENSG00000139880,64403
Q18045658,CDH22,26,ENSG00000149654,64405
Q18045659,RGS18,29,ENSG00000150681,64407
Q18045660,GALNT17,30,ENSG00000185274,64409
Q18045661,KLHL25,24,ENSG00000183655,64410
Q18045662,ARAP3,39,ENSG00000120318,64411
Q18045663,GZF1,39,ENSG00000125812,64412
Q18045664,TMEM267,33,ENSG00000151881,64417
Q18045665,TMEM168,35,ENSG00000146802,64418
Q18045666,MTMR14,59,ENSG00000163719,64419
Q18045667,SUSD1,45,ENSG00000106868,64420
Q18045668,DCLRE1C,70,ENSG00000152457,64421
Q18045670,INF2,37,ENSG00000203485,64423
Q18045671,POLR1E,26,ENSG00000137054,64425
Q18045672,SUDS3,33,ENSG00000111707,64426
Q18045673,TTC31,42,ENSG00000115282,64427
Q18045674,CIAO3,45,ENSG00000103245,64428
Q18045675,ZDHHC6,51,ENSG00000023041,64429
Q18045676,PCNX4,38,ENSG00000126773,64430
Q18045677,ACTR6,39,ENSG00000075089,64431
Q18045678,MRPS25,35,ENSG00000131368,64432
Q18045679,LINC00244,10,,64433
Q18045680,NOM1,38,ENSG00000146909,64434
Q18045681,DNAI2,49,ENSG00000171595,64446
Q18045682,CSMD1,52,ENSG00000183117,64478
Q18045683,LINC00235,10,,64493
Q18045684,TPSB2,26,ENSG00000197253,64499
Q18045685,CPEB1,64,ENSG00000214575,64506
Q18045685,CPEB1,64,ENSG00000277445,64506
Q18045686,TEKT3,41,ENSG00000125409,64518
Q18045688,NDST4,28,ENSG00000138653,64579
Q18045689,CLEC7A,51,ENSG00000172243,64581
Q18045690,GPR135,34,ENSG00000181619,64582
Q18045691,TSPY2,26,ENSG00000168757,64591
Q18045692,RBMY3AP,10,,64593
Q18045693,TTTY15,10,,64595
Q18045694,PSMA6P1,9,,64596
Q18045695,MOSPD3,34,ENSG00000106330,64598
Q18045696,GIGYF1,40,ENSG00000146830,64599
Q18045697,PLA2G2F,26,ENSG00000158786,64600
Q18045698,VPS16,33,ENSG00000215305,64601
Q18045699,EBF2,27,ENSG00000221818,64641
Q18042271,PCDHB4,23,ENSG00000081818,56131
Q18042272,PCDHB3,59,ENSG00000113205,56132
Q18042273,PCDHB2,27,ENSG00000112852,56133
Q18042276,PCDHAC2,28,ENSG00000243232,56134
Q18042278,PCDHAC1,24,ENSG00000248383,56135
Q18042281,PCDHA13,25,ENSG00000239389,56136
Q18042284,PCDHA12,25,ENSG00000251664,56137
Q18042286,PCDHA11,26,ENSG00000249158,56138
Q18042288,PCDHA10,27,ENSG00000250120,56139
Q18042291,PCDHA8,44,ENSG00000204962,56140
Q18042293,PCDHA7,24,ENSG00000204963,56141
Q18042296,PCDHA6,28,ENSG00000081842,56142
Q18042297,PCDHA5,27,ENSG00000204965,56143
Q18042298,PCDHA4,28,ENSG00000204967,56144
Q18042299,PCDHA3,27,ENSG00000255408,56145
Q18042300,PCDHA2,29,ENSG00000204969,56146
Q18042301,PCDHA1,26,ENSG00000204970,56147
Q18042302,TEX15,26,ENSG00000133863,56154
Q18042303,TEX14,31,ENSG00000121101,56155
Q18042304,TEX13B,22,ENSG00000170925,56156
Q18042305,TEX13A,24,ENSG00000268629,56157
Q18042306,TEX12,23,ENSG00000150783,56158
Q18042307,TEX11,33,ENSG00000120498,56159
Q18042308,NSMCE3,24,ENSG00000185115,56160
Q18042308,NSMCE3,24,ENSG00000282130,56160
Q18042310,RNF17,43,ENSG00000132972,56163
Q18042311,STK31,45,ENSG00000196335,56164
Q18042312,TDRD1,37,ENSG00000095627,56165
Q18042313,MTCO1P1,9,,56167
Q18042314,MTND2P2,9,,56168
Q18042316,GSDMC,46,ENSG00000147697,56169
Q18042316,GSDMC,46,ENSG00000285114,56169
Q18042318,DNAH7,44,ENSG00000118997,56171
Q18042319,ANKH,36,ENSG00000154122,56172
Q18042321,MOSPD1,35,ENSG00000101928,56180
Q18042324,MTFR1L,48,ENSG00000117640,56181
Q18042327,LMOD3,29,ENSG00000163380,56203
Q18042329,FAM214A,54,ENSG00000047346,56204
Q18042332,SUSD2,26,ENSG00000099994,56241
Q18042333,ZNF253,27,ENSG00000256771,56242
Q18042334,KIAA1217,75,ENSG00000120549,56243
Q18042335,BTNL2,79,ENSG00000204290,56244
Q18042335,BTNL2,79,ENSG00000224242,56244
Q18042335,BTNL2,79,ENSG00000224770,56244
Q18042335,BTNL2,79,ENSG00000225412,56244
Q18042335,BTNL2,79,ENSG00000225845,56244
Q18042335,BTNL2,79,ENSG00000226127,56244
Q18042335,BTNL2,79,ENSG00000229597,56244
Q18042335,BTNL2,79,ENSG00000229741,56244
Q18042336,C21orf62,32,ENSG00000205929,56245
Q18042336,C21orf62,32,ENSG00000262938,56245
Q18042338,MRAP,29,ENSG00000170262,56246
Q18042339,FMR3,7,,56247
Q18042340,YLPM1,33,ENSG00000119596,56252
Q18042341,CRTAM,27,ENSG00000109943,56253
Q18042342,RNF20,30,ENSG00000155827,56254
Q18042343,TMX4,28,ENSG00000125827,56255
Q18042344,SERTAD4,32,ENSG00000082497,56256
Q18042344,SERTAD4,32,ENSG00000281230,56256
Q18042345,MEPCE,28,ENSG00000146834,56257
Q18042346,CTNNBL1,38,ENSG00000132792,56259
Q18042347,C8orf44,23,ENSG00000213865,56260
Q18042348,GPCPD1,37,ENSG00000125772,56261
Q18042350,LRRC8A,36,ENSG00000136802,56262
Q18042352,CPXM1,24,ENSG00000088882,56265
Q18042356,KYAT3,21,ENSG00000137944,56267
Q18042361,IRGC,25,ENSG00000124449,56269
Q18042364,WDR45B,39,ENSG00000141580,56270
Q18042370,DAD1P1,11,,56286
Q18042371,GKN1,25,ENSG00000169605,56287
Q18042372,PARD3,52,ENSG00000148498,56288
Q18042374,SLC7A10,34,ENSG00000130876,56301
Q18042377,ANKRD7,30,ENSG00000106013,56311
Q18042379,METTL3,42,ENSG00000165819,56339
Q18042380,PRMT8,33,ENSG00000111218,56341
Q18042381,PPAN,36,ENSG00000130810,56342
Q18042382,CABP5,27,ENSG00000105507,56344
Q18042385,LTB4R2,40,ENSG00000213906,56413
Q18042385,LTB4R2,40,ENSG00000285203,56413
Q18042387,CTPS2,38,ENSG00000047230,56474
Q18042388,RPRM,24,ENSG00000177519,56475
Q18042390,ABCB10P1,9,,56476
Q18042391,CCL28,32,ENSG00000151882,56477
Q18042392,EIF4ENIF1,49,ENSG00000184708,56478
Q18042393,KCNQ5,47,ENSG00000185760,56479
Q18042395,DNAJC12,32,ENSG00000108176,56521
Q18042398,MMP26,25,ENSG00000167346,56547
Q18042402,CHST7,25,ENSG00000147119,56548
Q18042403,CYP26B1,32,ENSG00000003137,56603
Q18042405,TUBB7P,10,,56604
Q18042409,ERO1B,30,ENSG00000086619,56605
Q18042415,DIABLO,49,ENSG00000184047,56616
Q18042418,INPP5E,29,ENSG00000148384,56623
Q18042421,ASAH2,39,ENSG00000188611,56624
Q18042424,BCCIP,31,ENSG00000107949,56647
Q18042426,EIF5A2,27,ENSG00000163577,56648
Q18042430,TMPRSS4,58,ENSG00000137648,56649
Q18042434,CLDND1,61,ENSG00000080822,56650
Q18042437,LINC00470,14,,56651
Q18042441,TWNK,44,ENSG00000107815,56652
Q18040020,COMMD2,30,ENSG00000114744,51122
Q18040022,ZNF706,44,ENSG00000120963,51123
Q18040023,IER3IP1,27,ENSG00000134049,51124
Q18040024,GOLGA7,34,ENSG00000147533,51125
Q18040025,NAA20,34,ENSG00000173418,51126
Q18040026,TRIM17,48,ENSG00000162931,51127
Q18040026,TRIM17,48,ENSG00000285344,51127
Q18040027,SAR1B,40,ENSG00000152700,51128
Q18040028,ANGPTL4,42,ENSG00000167772,51129
Q18040029,ASB3,44,ENSG00000115239,51130
Q18040030,PHF11,47,ENSG00000136147,51131
Q18040031,RLIM,26,ENSG00000131263,51132
Q18040032,KCTD3,32,ENSG00000136636,51133
Q18040033,CEP83,74,ENSG00000173588,51134
Q18040034,IRAK4,63,ENSG00000198001,51135
Q18040035,RNFT1,31,ENSG00000189050,51136
Q18040036,COPS4,39,ENSG00000138663,51138
Q18040037,INSIG2,37,ENSG00000125629,51141
Q18040038,CHCHD2,28,ENSG00000106153,51142
Q18040039,DYNC1LI1,33,ENSG00000144635,51143
Q18040040,HSD17B12,51,ENSG00000149084,51144
Q18040042,A4GNT,24,ENSG00000118017,51146
Q18040043,ING4,58,ENSG00000111653,51147
Q18040044,CERCAM,43,ENSG00000167123,51148
Q18040045,MRNIP,75,ENSG00000161010,51149
Q18040045,MRNIP,75,ENSG00000283918,51149
Q18040046,SDF4,38,ENSG00000078808,51150
Q18040047,SLC45A2,40,ENSG00000164175,51151
Q18040047,SLC45A2,40,ENSG00000281919,51151
Q18040048,LINC00328,8,,51152
Q18040049,MRTO4,23,ENSG00000053372,51154
Q18040051,JPT1,42,ENSG00000189159,51155
Q18040052,SERPINA10,33,ENSG00000140093,51156
Q18040052,SERPINA10,33,ENSG00000278767,51156
Q18040053,ZNF580,29,ENSG00000213015,51157
Q18040054,VPS28,65,ENSG00000160948,51160
Q18040054,VPS28,65,ENSG00000285339,51160
Q18040055,C3orf18,49,ENSG00000088543,51161
Q18040056,EGFL7,53,ENSG00000172889,51162
Q18040057,DBR1,29,ENSG00000138231,51163
Q18040058,DCTN4,47,ENSG00000132912,51164
Q18040060,AADAT,36,ENSG00000109576,51166
Q18040061,CYB5R4,28,ENSG00000065615,51167
Q18040062,MYO15A,58,ENSG00000091536,51168
Q18040063,HSD17B11,31,ENSG00000198189,51170
Q18040064,HSD17B14,31,ENSG00000087076,51171
Q18040066,TUBD1,52,ENSG00000108423,51174
Q18040067,TUBE1,35,ENSG00000074935,51175
Q18040068,LEF1,57,ENSG00000138795,51176
Q18040070,PLEKHO1,37,ENSG00000023902,51177
Q18040071,HAO2,34,ENSG00000116882,51179
Q18040072,DCXR,47,ENSG00000169738,51181
Q18040073,HSPA14,21,,51182
Q18040074,GPN3,39,ENSG00000111231,51184
Q18040075,CRBN,44,ENSG00000113851,51185
Q18040076,TCEAL9,26,ENSG00000185222,51186
Q18040077,RSL24D1,31,ENSG00000137876,51187
Q18040079,SS18L2,27,ENSG00000008324,51188
Q18040080,HERC5,26,ENSG00000138646,51191
Q18040081,CKLF,36,ENSG00000217555,51192
Q18040082,ZNF639,37,ENSG00000121864,51193
Q18040083,IPO11,39,ENSG00000086200,51194
Q18040085,RAPGEFL1,39,ENSG00000108352,51195
Q18040087,PLCE1,48,ENSG00000138193,51196
Q18040088,CDKN2A-DT,10,,51198
Q18040090,NIN,61,ENSG00000100503,51199
Q18040091,CPA4,37,ENSG00000128510,51200
Q18040092,ZDHHC2,34,ENSG00000104219,51201
Q18040093,DDX47,39,ENSG00000213782,51202
Q18040094,NUSAP1,56,ENSG00000137804,51203
Q18040095,TACO1,27,ENSG00000136463,51204
Q18040096,ACP6,43,ENSG00000162836,51205
Q18040097,DUSP13,57,ENSG00000079393,51207
Q18040098,CLDN18,29,ENSG00000066405,51208
Q18040099,RAB9B,26,ENSG00000123570,51209
Q18040100,LUZP4,22,ENSG00000102021,51213
Q18040101,IGF2-AS,14,,51214
Q18040102,GLRX5,31,ENSG00000182512,51218
Q18040103,ZNF219,44,ENSG00000165804,51222
Q18040104,ELOA2,21,ENSG00000206181,51224
Q18040105,ABI3,31,ENSG00000108798,51225
Q18040106,COPZ2,39,ENSG00000005243,51226
Q18040107,PIGP,37,ENSG00000185808,51227
Q18040109,PHF20,50,ENSG00000025293,51230
Q18040110,VRK3,58,ENSG00000105053,51231
Q18040111,CRIM1,52,ENSG00000150938,51232
Q18040111,CRIM1,52,ENSG00000277354,51232
Q18040112,DRICH1,26,ENSG00000189269,51233
Q18040113,EMC4,41,ENSG00000128463,51234
Q18040114,HGH1,31,ENSG00000235173,51236
Q18040115,MZB1,29,ENSG00000170476,51237
Q18040116,ANKRD39,24,ENSG00000213337,51239
Q18040117,COX16,28,ENSG00000133983,51241
Q18040118,CCDC174,32,ENSG00000154781,51244
Q18040119,SHISA5,50,ENSG00000164054,51246
Q18040120,PAIP2,39,ENSG00000120727,51247
Q18040121,PDZD11,29,ENSG00000120509,51248
Q18040122,TMEM69,24,ENSG00000159596,51249
Q18040124,MTRES1,30,ENSG00000130349,51250
Q18040125,NT5C3A,42,ENSG00000122643,51251
Q18041336,FNBP1L,32,ENSG00000137942,54874
Q18041337,CNTLN,43,ENSG00000044459,54875
Q18041338,DCAF16,39,ENSG00000163257,54876
Q18041339,ZCCHC2,38,ENSG00000141664,54877
Q18041340,DPP8,71,ENSG00000074603,54878
Q18041341,ST7L,72,ENSG00000007341,54879
Q18041342,BCOR,53,ENSG00000183337,54880
Q18041343,TEX10,33,ENSG00000136891,54881
Q18041344,ANKHD1,49,ENSG00000131503,54882
Q18041345,CWC25,39,ENSG00000273559,54883
Q18041345,CWC25,39,ENSG00000276761,54883
Q18041347,RETSAT,32,ENSG00000042445,54884
Q18041349,TBC1D8B,33,ENSG00000133138,54885
Q18041351,UHRF1BP1,24,ENSG00000065060,54887
Q18041352,NSUN2,36,ENSG00000037474,54888
Q18041353,ALKBH5,25,ENSG00000091542,54890
Q18041354,INO80D,34,ENSG00000114933,54891
Q18041354,INO80D,34,ENSG00000283510,54891
Q18041355,NCAPG2,48,ENSG00000146918,54892
Q18041356,MTMR10,41,ENSG00000166912,54893
Q18041356,MTMR10,41,ENSG00000277086,54893
Q18041357,RNF43,35,ENSG00000108375,54894
Q18041358,SLC66A1,38,ENSG00000040487,54896
Q18041360,CASZ1,39,ENSG00000130940,54897
Q18041361,ELOVL2,26,ENSG00000197977,54898
Q18041362,PXK,62,,54899
Q18041363,LAX1,26,ENSG00000122188,54900
Q18041364,CDKAL1,48,ENSG00000145996,54901
Q18041365,TTC19,40,ENSG00000011295,54902
Q18041366,MKS1,52,ENSG00000011143,54903
Q18041368,NSD3,38,ENSG00000147548,54904
Q18041369,CYP2W1,29,ENSG00000073067,54905
Q18041371,TASOR2,57,ENSG00000108021,54906
Q18041372,SPDL1,47,ENSG00000040275,54908
Q18041373,SEMA4C,40,ENSG00000168758,54910
Q18041374,RPP25,23,ENSG00000178718,54913
Q18041376,FOCAD,52,ENSG00000188352,54914
Q18041377,YTHDF1,25,ENSG00000149658,54915
Q18041378,TMEM260,53,ENSG00000070269,54916
Q18041379,CMTM6,25,ENSG00000091317,54918
Q18041380,DNAAF5,35,ENSG00000164818,54919
Q18041381,DUS2,43,ENSG00000167264,54920
Q18041383,CHTF8,38,ENSG00000168802,54921
Q18041384,RASIP1,26,ENSG00000105538,54922
